Customer Name,Address,State,City,Zip,Active,Note,State,Prospect,Location
Numero Uno Market #107,4710 So Broadway,CA,Los Angeles,90037,No,,CA,,
Numero Uno Market #108,4373 So Vermont Ave,CA,Los Angeles,90037,No,,CA,,
O'Brien's Market,839 W. Roseburg Ave,CA,Modesto,95350,No,,CA,,
O'Brien's Market #3,4120 Dale Road,CA,Modesto,95356,No,,CA,,
O'Brien's Market No 2,6331 Oakdale Road,CA,Riverbank,95367,No,,CA,,
Oaks Red & White,12580 E Hwy 20,CA,Clearlake Oaks,95423,No,,CA,,
Oakville Grocery- OAK,7856 St Helena Hwy,CA,Oakville,94562,No,,CA,,Marin County
Oakville Grocery-HB,124 Matheson Street,CA,Healdsburg,95448,No,,CA,,Marin County
Ocean Supermarket,2 So Park Victoria Drive,CA,Milpitas,95035,No,,CA,,San Jose
OCEANA MARKET,200 EUREKA SQUARE,CA,PACIFICA,94044,No,No order for more than 4 months,CA,,peninsula
Olema,10005 Coastal Highway 1,CA,Olema,94950,No,,,,Marin County
Olive And Cocoa,3030 Directors Row,UT,Salt Lake City,84104,No,,,,
OLIVER S MARKET SANTA ROSA,461 STONY POINT ROAD,CA,SANTA ROSA,95401,No,No order for more than 4 months,CA,,Marin County
OLIVER S MKT COTATI STORE,546 E. COTATI AVENUE,CA,COTATI,94931,No,No order for more than 4 months,CA,,Marin County
Omni Parks Place In Glennallen,Mile 187 Glen Highway,AK,Glennallen,99588,No,,AK,,
Ord Market,2700 Injim Road,CA,Marina,93933,No,,CA,,
Other Avenues,3930 Judah Street,CA,San Francisco,94122,No,,CA,,San Francisco
Other Avenues Food Store,3930 Judah Street,CA,San Francisco,94122,No,,CA,,San Francisco
Pacific Crest Cottage,726 Pacific Way,OR,Gearhart,97138,No,,OR,,
Pacific Groservice Pitco #1,567Cinnabar Street,CA,San Jose,95110,No,,CA,,San Jose
Pacific Market,1465 Town & Country Dr.,CA,Santa Rosa,95404,No,,CA,,Marin County
PACIFIC RANCH NO.5,7540 E CHAPMAN AVE,CA,ORANGE,92869,No,No order for more than 4 months,CA,,
Pacific Supermarket,2900 Alamany Blvd.,CA,San Francisco,94112,No,,CA,,San Francisco
Page's Market,488 Main Street,CA,Cedarville,96104,No,,CA,,
Palace Market,400 Perkins Ave,CA,Mcfarland,93250,No,,CA,,
Palm Terrace,P.O. Box 310,FM,Pohnpei,96941,No,,FM,,
Pancho Villa S,3245 El Cajon Blvd,CA,San Diego,92104,No,,CA,,
Paradise Foods,5627 Paradise Drive,CA,Corte Madera,94925,No,,CA,,Marin County
parfait eklu,,,,,No,,,,
Pauls Food Fair,120 S Orchard Ave,CA,Vacaville,95688,No,,CA,,
Pay Low Supermarket,420 S Meadowbrook Drive,CA,San Diego,92114,No,,CA,,
Pay-Less Dededo Supermarket,214 W Marine Dr Dededo Route 1,GU,Dededo,96929,No,,GU,,
PAY-LESS MICRONESIA MALL                ,1088 WEST MARINE DR SUIT,GU,DEDEDO              ,96910,No,No order for more than 7 months,GU,,
Pay-Less Oka-O.P.P.,291 Farenholt Avenue,GU,Tamuning,96913,No,,GU,,
Pay-Less Sinajana Supermar,128 Pale Kieran Hickey Dr,GU,Sinajana,96910,No,,GU,,
Pay-Less Supermarket,"302 South Route 4, Ste. 118",GU,Hagatna,96910,No,,GU,,
Pay-Less Supermarkets,"302 S. Route 4, Ste. 118",GU,Hagatna,96910,No,,GU,,
Pay-Less Supermarkets-Deli,116 Chalan Santo Papa,GU,Hagatna,96910,No,,GU,,
Payless #4,757 S Workman St,CA,San Fernando,91340,No,,CA,,
Payless Food #10,620 EEl Segundo Blvd,CA,Los Angeles,90059,No,,CA,,
Payless Foods,1609 E. Main,WA,Freeland,98249,No,,WA,,
Payless Foods #1,23501 S Avalon Blvd,CA,Carson,90745,No,,CA,,
Payless Foods #16,2809 Via Campo,CA,Montebello,90640,No,,CA,,
Payless Foods #2,10455 Laurel Canyon,CA,Pacoima,91331,No,,CA,,
Payless Foods #3,8025 Vineland Ave,CA,Sun Valley,91352,No,,CA,,
Payless Foods #5,12301 S Norwalk Blvd,CA,Norwalk,90650,No,,CA,,
Payless Foods #7,4840 Peck Road,CA,El Monte,91732,No,,CA,,
Payless Foods #8,2301 West Rosecrans Ave,CA,Gardena,90249,No,,CA,,
Payless Mangilao,Route 10,GU,Mangilao,96913,No,,GU,,
Paysanne,1411 Highway 128,CA,Booneville,95415,No,,CA,,
Perfect Edge Cutlery,1640 Palm Ave,CA,San Mateo,94402,No,,CA,,peninsula
PETALUMA MARKET                         ,210 WESTERN AVENUE,CA,PETALUMA            ,94952,No,No order for more than 7 months,CA,,Marin County
Petosa's,550 5th Avenue S.,WA,Edmonds,98020,No,,WA,,
Phoenix Farm,3353 N 19Th Ave,AZ,Phoenix,85015,No,,AZ,,
Phoenix Farms,1928 W Buckeye Rd,AZ,Phoenix,85009,No,,AZ,,
Phoenix Ranch Market,5802 W Thomas Road,AZ,Phoenix,85033,No,,AZ,,
Phoenix Ranch Market #3,1602 Roosevelt St,AZ,Phoenix,85006,No,,AZ,,
Phoenix Ranch Market #4,6730 W Camelback Rd,AZ,Glendale,85303,No,,AZ,,
Phoenix Ranch Market #5,3223 W Indian School Rd,AZ,Phoenix,85017,No,,AZ,,
Phoenix Ranch Market #7,1118 E Southern Ave,AZ,Mesa,85204,No,,AZ,,
Pick-Rite Thriftway,211 Pioneer Avenue E.,WA,Montesano,98563,No,,WA,,
"Piece, Love, and Chocolate ",805 Pearl St,CO,Boulder,80302,No,,CO,,
PIEDMONT GROC-OAKLAND                   ,4038 PIEDMONT AVE,CA,OAKLAND             ,94611,No,No order for more than 4 months,CA,,East Bay
Piedmont Grocery,4038 Piedmont Ave,CA,Oakland,94611,No,,CA,,East Bay
Pioneer Market,5034 Coakley Circle,CA,Mariposa,95338,No,,CA,,
Pitco,727 Kennedy St.,CA,Oakland,94606,No,,CA,,East Bay
Pitco #2,255 Channel Street,CA,San Francisco,94107,No,,CA,,San Francisco
Pitco #3,1670 Overland Court,CA,Sacramento,95816,No,,CA,,
Pithy little wine company,1244 Pine street,CA,Paso Robles,93446,No,,CA,,Central Coast
Plaza Market,203 Center Street,WA,Eatonville,98328,No,,WA,,
Plowboys,8930 Warner Ave,CA,Fountain Valley,92708,No,,CA,,
Plumpjack wines,3201 Fillmore,ca,San francisco,94123,No,,CA,,San Francisco
PlumpJack Wines,3201 Fillmore Street,CA,San Francisco,94123,No,,CA,,San Francisco
Podesto's Market,6725 Pacific Avenue,CA,Stockton,95207,No,,CA,,
Pokerville Market,18170 Hwy 49,CA,Plymouth,95669,No,,CA,,
Porter's Market-San Leandro,15056 Farnsworth,CA,San Leandro,94579,No,,CA,,East Bay
Poulsbo Central Market,20148 10th Avenue NE,WA,Poulsbo,98370,No,No order for more than 4 months,WA,,
Poulsbo Red Apple,20441 Viking Avenue NW,WA,Poulsbo,98370,No,,WA,,
Prairie Center Red Apple Market,408 S. Main,WA,Coupeville,98239,No,,WA,,
Precita Park Cafe,500 Precita Ave,CA,San Francisco,94110,No,,CA,,San Francisco
Present,162 Main Street,CA,Los Altos,94022,No,No order for more than 7 months,CA,,peninsula
Price Rite # 34,12120 Carson St,CA,Hawaiian Gardens,90716,No,,CA,,
Price Rite Market,273 E Gladstone Street,CA,Azusa,91702,No,,CA,,
Priceco Foods,13765 Mono Way,CA,Sonora,95370,No,,CA,,
Pro S Ranch El Paso,703 N Zaragosa,TX,El Paso,79907,No,,TX,,
Pro S Ranch Market Albuquerque,4201 Central Ave Nw,NM,Albuquerque,87105,No,,NM,,
Pro S Ranch Market-Glendale,3415 W Glendale Ave,AZ,Glendale,85051,No,,AZ,,
Promenade Red Apple,2301 S. Jackson Street,WA,Seattle,98144,No,No order for more than 7 months,WA,,
Provenance,2528 N. California Avenue,IL,Chicago,60647,No,,IL,,
Provenance -West Leland A,2312 West Leland ave,IL,Chicago,60625,No,,IL,,
Pt Roberts Market Place,480 Tyee Dr Box 1070,WA,Point Roberts,98281-1070,No,,WA,,
Pueblo Ranch Market,14827 7Th St,CA,Victorville,92392,No,,CA,,
Purple Smiles Wines,1143 11th Street,WA,Bellingham,98225,No,,WA,,
Quel Fromage,1200 Old Fair Haven PKwy #101,WA,Bellingham,98225,No,,WA,,
R & G S Food Basket,10951 Rosecrans Ave,CA,Norwalk,90650,No,,CA,,
R And G Food Basket,14407 S Pioneer Blvd,CA,Norwalk,90650,No,,CA,,
R-N Mkt #10,13639 E. Manning Ave.,CA,Parlier,93648,No,,CA,,
R-N Mkt #11,555 E. Elm Ave,CA,Coalinga,93210,No,,CA,,
R-N Mkt #2,655 W. Visalia Rd,CA,Exeter,93221,No,,CA,,
R-N Mkt #3,765 N. Harvard St.,CA,Lindsey,93247,No,,CA,,
R-N Mkt #6,231 Atwater Blvd,CA,Atwater,95301,No,,CA,,
R-N Mkt #7,6745 N. Cedar Ave,CA,Fresno,93710,No,,CA,,
R-N Mkt #8,737 S. Lovers Lane,CA,Visalia,93277,No,,CA,,
R-N Mkt. #1,12760 Ave. 416,CA,Orosi,93647,No,,CA,,
R-N Mkt. #14,5175 E. Belmont,CA,Fresno,93727,No,,CA,,
R-N Mkt. #4,1043 E. Bardsley Ave.,CA,Tulare,93274,No,,CA,,
R-N Mkt. #5,10833 Hanford-Armona Rd,CA,Hanford,93230,No,,CA,,
Rainbow Grocery Coop,1745 Folsom St,CA,San Francisco,94103,No,,CA,,San Francisco
Rainbow Market,430 Baker Street,CA,Bakersfield,93305,No,,CA,,
RALEY S #102,895 NORTH MC CARRAN,NV,SPARKS              ,89431,No,No order for more than 7 months,NV,,
RALEY S #103,1441 MAYBERRY DRIVE,NV,RENO,89501,No,No order for more than 7 months,NV,,
RALEY S #105,"1630 ROBB DRIVE,",NV,"RENO,               ",89523,No,No order for more than 7 months,NV,,
RALEY S #106,701 KEYSTONE,NV,RENO,89503,No,No order for more than 7 months,NV,,
RALEY S #108,18144 RIDGE PARK WAY,NV,RENO,89511,No,No order for more than 7 months,NV,,
RALEY S #109,HIWAY 395 SO.,NV,GARDNERVILLE,89410,No,No order for more than 7 months,NV,,
RALEY S #110,2389 WINGFIELD HILLS RD.,NV,"SPARKS,             ",89436,No,No order for more than 7 months,NV,,
RALEY S #111,1125 W. WINNEMUCCA AVENU,NV,WINNEMUCCA,89445,No,No order for more than 7 months,NV,,
RALEY S #113,P.O. BOX 3507,NV,INCLINE VILLAGE,89450,No,No order for more than 7 months,NV,,
RALEY S #114,3701 SO. CARSON STREET,NV,CARSON CITY,89701,No,No order for more than 7 months,NV,,
RALEY S #115,1075 NO.HILLS BLVD. #260,NV,RENO,89506,No,No order for more than 7 months,NV,,
RALEY S #117,2505 MOUNTAIN CITY HWY,NV,ELKO,89801,No,No order for more than 7 months,NV,,
RALEY S #119,4010 LAKE TAHOE BLVD,CA,S. LAKE TAHOE,96150,No,No order for more than 7 months,CA,,
RALEY S #127,1040 EMERALD BAY ROAD,CA,S. LAKE TAHOE,96150,No,No order for more than 7 months,CA,,
RALEY S #206,367 WEST MAIN STREET,CA,WOODLAND,95695,No,No order for more than 7 months,CA,,
RALEY S #213,692 FREEMAN LANE,CA,GRASS VALLEY,95949,No,No order for more than 7 months,CA,,
RALEY S #227,1915 DOUGLAS BLVD.STE 10,CA,ROSEVILLE,95661,No,No order for more than 7 months,CA,,
RALEY S #228,4051 WOODCREEK OAKS BLVD,CA,ROSEVILLE,95747,No,No order for more than 7 months,CA,,
RALEY S #229,13384 LINCOLN WAY,CA,AUBURN,95603,No,No order for more than 7 months,CA,,
RALEY S #230,"765 SOUTH HWY 65,",CA,LINCOLN,95648,No,No order for more than 7 months,CA,,
RALEY S #231,6119 HORSESHOE BAR ROAD,CA,LOOMIS,95650,No,No order for more than 7 months,CA,,
RALEY S #233,725 S. MAIN STREET,CA,RED BLUFF,96080,No,No order for more than 7 months,CA,,
RALEY S #236,"2325 MYERS ST.,STE A",CA,OROVILLE,95965,No,No order for more than 7 months,CA,,
RALEY S #239,7847 LICHEN DRIVE,CA,CITRUS HEIGHTS,95621,No,No order for more than 7 months,CA,,
RALEY S #242,700 S. ONSTOTT RD,CA,YUBA CITY,95991,No,No order for more than 7 months,CA,,
RALEY S #245,211 WEST EAST AVENUE,CA,CHICO,95926,No,No order for more than 7 months,CA,,
RALEY S #246,110 HARTNELL AVENUE,CA,REDDING,96002,No,No order for more than 7 months,CA,,
RALEY S #247,1842 FORT JONES STREET,CA,YREKA,96097,No,No order for more than 7 months,CA,,
RALEY S #248,"201 LAKE BLVD., UNIT A",CA,REDDING,96003,No,No order for more than 7 months,CA,,
RALEY S #249,2485 NOTRE DAME #330,CA,CHICO,95928,No,No order for more than 7 months,CA,,
RALEY S #302,"10430 TWIN CITIES ROAD,",CA,"GALT,               ",95632,No,No order for more than 7 months,CA,,
RALEY S #304,2077 MAIN STREET,CA,OAKLEY,94561,No,No order for more than 7 months,CA,,
RALEY S #305,2323 WEST HAMMER LANE,CA,STOCKTON,95209,No,No order for more than 7 months,CA,,
RALEY S #306,4255 MORADA LANE,CA,"STOCKTON,           ",95212,No,No order for more than 7 months,CA,,
RALEY S #307,"4300 SONOMA BLVD.,STE 56",CA,VALLEJO,94589,No,No order for more than 7 months,CA,,
RALEY S #308,"3430 TULLY ROAD, STE. 40",CA,MODESTO,95350,No,No order for more than 7 months,CA,,
RALEY S #309,3550 N. G STREET,CA,MERCED,95348,No,No order for more than 7 months,CA,,
RALEY S #310,2900 GEER ROAD,CA,TURLOCK,95380,No,No order for more than 7 months,CA,,
RALEY S #311,1280 E. LATHROP RD.,CA,MANTECA,95336,No,No order for more than 7 months,CA,,
RALEY S #313,1407 A FULTON ROAD,CA,SANTA ROSA,95403,No,No order for more than 7 months,CA,,Marin County
RALEY S #314,6397 JARVIS AVENUE,CA,NEWARK,94560,No,No order for more than 7 months,CA,,
RALEY S #315,39200 PASEO PADRE PKWY,CA,FREMONT,94538,No,No order for more than 7 months,CA,,San Jose
RALEY S #316,"5420 SUNOL BLVD.,STE 1",CA,PLEASANTON,94566,No,No order for more than 7 months,CA,,East Bay
RALEY S #317,2550 SO. TRACY BLVD.,CA,TRACY,95376,No,No order for more than 7 months,CA,,
RALEY S #319,217 SASCOL AVENUE,CA,NAPA,94559,No,No order for more than 7 months,CA,,Marin County
RALEY S #321,3360 SAN PABLO DAM ROAD,CA,SAN PABLO,94806,No,No order for more than 7 months,CA,,East Bay
RALEY S #328,1315 N. STATE STREET,CA,UKIAH,95482,No,No order for more than 7 months,CA,,
RALEY S #329,157 N. MCDOWELL BLVD.,CA,"PETALUMA,           ",94954,No,No order for more than 7 months,CA,,Marin County
RALEY S #330,270 SUNSET AVENUE,CA,SUISUN CITY,94585,No,No order for more than 7 months,CA,,
RALEY S #331,3330 NORTH TEXAS STREET,CA,FAIRFIELD,94533,No,No order for more than 7 months,CA,,
RALEY S #332,3001 TRAVIS BLVD.,CA,FAIRFIELD,94533,No,No order for more than 7 months,CA,,
RALEY S #333,3632 LONE TREE WAY,CA,ANTIOCH,94509,No,No order for more than 7 months,CA,,
RALEY S #335,1375 BUCHANAN ROAD,CA,PITTSBURG,94565,No,No order for more than 7 months,CA,,
RALEY S #336,2400 SANDCREEK ROAD,CA,BRENTWOOD,94513,No,No order for more than 7 months,CA,,
RALEY S #337,100 RALEY'S TOWN CENTER,CA,ROHNERT PARK,94928,No,No order for more than 7 months,CA,,Marin County
RALEY S #338,"1550 EAST F STREET,",CA,OAKDALE,95361,No,No order for more than 7 months,CA,,
RALEY S #339,3020 FLOYD AVE. STE. 139,CA,MODESTO,95355,No,No order for more than 7 months,CA,,
RALEY S #340,40041 HWY 49,CA,OAKHURST,93644,No,No order for more than 7 months,CA,,
RALEY S #341,8852 LAKEWOOD DR,CA,WINDSOR,95492,No,No order for more than 7 months,CA,,Marin County
RALEY S #343,890 SOUTHAMPTON ROAD,CA,BENICIA,94510,No,No order for more than 7 months,CA,,
RALEY S #344,3061 ALAMO DRIVE,CA,VACAVILLE,95687,No,No order for more than 7 months,CA,,
RALEY S #405,4850 FREEPORT BLVD.,CA,SACRAMENTO,95822,No,No order for more than 7 months,CA,,
RALEY S #409,715-E. BIDWELL STREET,CA,FOLSOM,95630,No,No order for more than 7 months,CA,,
RALEY S #410,"25025 BLUE RAVINE RD.,",CA,"FOLSOM,             ",95630,No,No order for more than 7 months,CA,,
RALEY S #412,"6845 DOUGLAS BLVD.,",CA,"GRANITE BAY,        ",95746,No,No order for more than 7 months,CA,,
RALEY S #416,"3518 MARCONI AVENUE.,",CA,"SACRAMENTO,         ",95821,No,No order for more than 7 months,CA,,
RALEY S #417,4840 SAN JUAN AVE,CA,"FAIR OAKS,          ",95628,No,No order for more than 7 months,CA,,
RALEY S #420,"8391 FOLSOM BLVD.,",CA,"SACRAMENTO,         ",95826,No,No order for more than 7 months,CA,,
RALEY S #421,"8870 MADISON AVE.,",CA,"FAIR OAKS,          ",95628,No,No order for more than 7 months,CA,,
RALEY S #422,166 PLACERVILLE DR.,CA,"PLACERVILLE,        ",95667,No,No order for more than 7 months,CA,,
RALEY S #424,"3935 PARK DR.,",CA,"EL DORADO HILLS,    ",95762,No,No order for more than 7 months,CA,,
RALEY S #426,"781 SOUTH HIGHWAY 49.,",CA,JACKSON,95642,No,No order for more than 7 months,CA,,
RALEY S #431,"5159 FAIR OAKS BLVD.,",CA,"CARMICHAEL,         ",95608,No,No order for more than 7 months,CA,,
RALEY S #438,"4551 MACK RD.,",CA,"SACRAMENTO,         ",95823,No,No order for more than 7 months,CA,,
RALEY S #443,4900 ELK GROVE BLVD.,CA,"ELK GROVE,          ",95758,No,No order for more than 7 months,CA,,
RALEY S #445,311 S LOWER SACRAMENTO,CA,LODI,95242,No,No order for more than 7 months,CA,,
RALEY S #447,"4650 NATOMAS BLVD.,",CA,"SACRAMENTO,         ",95835,No,No order for more than 7 months,CA,,
RALEY S #448,1601 WEST CAPITOL AVE.,CA,"WEST SACRAMENTO,    ",95691,No,No order for more than 7 months,CA,,
Ralphs Red Apple Market,6724 Kitsap Way,WA,Bremerton,98312,No,,WA,,
RALPHS THRIFTWAY                        ,1908 EAST 4TH,WA,OLYMPIA             ,98506,No,No order for more than 4 months,WA,,
ranch market yountville,,,,,No,,,,
Ranchito Super Market,5952 Westminster Blvd,CA,Westminster,92683,No,,CA,,
Rancho San Miguel,620 S. Cherokii Lane,CA,Lodi,92540,No,,CA,,
Rancho San Miguel Markets,1930 Yosemite Parkway,CA,Merced,95340,No,,CA,,
"Rancho San Miguel, Inc.",1427 S. Airport Way,CA,Stockton,95206,No,,CA,,
Real Food Company,2140 Polk Street,CA,San Francisco,94109,No,,CA,,San Francisco
Real Food Company 1,3060 Fillmore St,CA,San Francisco,94123,No,,CA,,San Francisco
real soda in real bottle,PO box 3731,CA,Verde peninsula,90270,No,,,,
Red & White Market,510 Vista Way,CA,Oceanside,92054,No,,CA,,
Red & White Markets,700 No Coast Highway,CA,Oceanside,92054,No,,CA,,
Red Barn Liquor,1712 Saviers Rd,CA,Oxnard,93033,No,,CA,,
Red Barn Market,995 N Ventura Ave,CA,Ventura,93001,No,,CA,,
Red Hills Market,10970 NE Red Hills Rd,OR,Dundee,97115,No,,OR,,
Redlands Ranch Market,800 E Lugonia Ave,CA,Redlands,92374,No,,CA,,
Redwood Valley Market,999 School Way,CA,Redwwod Valley,95470,No,,CA,,
Renaissance,260 South Maple Avenue,CA,South San Franciso,94080,No,,,,peninsula
Resorts Warehouse,3449 Iwipoo,HI,Lawai Kauai,96765,No,,HI,,
Retail Technology,5200 Sheila Street,CA,Commerce,90040,No,,CA,,
Rhoton Allen,1001 Magnolia Ave,CA,Larkspur,94939,No,,CA,,Marin County
Richland Markets #2,2531 Whitmore Avenue,CA,Ceres,95307,No,,CA,,
Ridge House Coop,2420 Ridge Road,CA,Berkeley,94709,No,,,,East Bay
Rio Ranch Market #5,460 E 4Th St,CA,Perris,92570,No,,CA,,
Rio Ranch Markets #1,25745 Baseline Rd,CA,San Bernardino,92410,No,,CA,,
Rio Ranch Markets #2,9001 Mission Blvd,CA,Riverside,92509,No,,CA,,
Rio Ranch Markets #3,2028 E Highland Ave,CA,San Bernardino,92404,No,,CA,,
Rio Ranch Markets #4,5832 Riverside Dr,CA,Chino,91710,No,,CA,,
Rio Ranch Markets #6,3317 W Ramsey St,CA,Banning,92220,No,,CA,,
Rio Ranch Markets #9,26534 9Th Street,CA,Highland,92346,No,,CA,,
ritz carlton lake tahoe,,,,,No,,,,
River City Cellars,2931 W Cary Street,VA,Richmond,23221,No,,VA,,
ROBERT S MARKET #2,4420 ALPINE RD.,CA,PORTOLA VALLEY,94028,No,No order for more than 7 months,CA,,
ROBERTS MARKET,3015 WOODSIDE RD,CA,WOODSIDE,94062,No,No order for more than 7 months,CA,,peninsula
roger's garden,2301 San Joaquin Hills Rd,CA,Corona Del Mar,92625,No,,,,
Roger's Marketplace,23120 56th Avenue W.,WA,Mt Lake Terrace,98043,No,,WA,,
Rosie’s Roses,435 Jefferson St,CA,San Francisco,94109,No,,CA,,San Francisco
Ruby Wine,1418 18th Street,CA,San Francisco,94107,No,,CA,,San Francisco
Running Springs Village Market,31556 Hilltop Blvd,CA,Running Springs,92382,No,,CA,,
Rustic Bakery,1139 Magnolia Ave,CA,Larkspur,94939,No,,CA,,Marin County
S and B Market,19400 S. Hwy 1,CA,Manchester,95459,No,,CA,,
S F Supermarket,18475 Colima Road,CA,Rowland Heights,91748,No,,CA,,
Saar's Market Place,9000 Rainier Avenue South,WA,Seattle,98118,No,,WA,,
Saar's Mkt Place Yakima Avenue,6414 Yakima Avenue,WA,Tacoma,98408,No,,WA,,
Saars Lakewood Marketplace,6111 Lakewood Town Ctr Boulevard #,WA,Lakewood,98499,No,,WA,,
Saars Market Place,14905 4th Avenue SW,WA,Burien,98166,No,,WA,,
Saars Market Place Food & Drug,32199 State Route 20,WA,Oak Harbor,98277,No,,WA,,
Saars Parkland Market Pl,13322 Pacific Avenue,WA,Parkland,98444,No,,WA,,
Saars Pearl Street Market Place,1015 N. Pearl Street,WA,Tacoma,98406,No,,WA,,
Saars Port Angeles Market Place,2343 E. Highway 101,WA,Port Angeles,98362,No,,WA,,
Saars Sunset Market Place,3208 NE Sunset Boulevard,WA,Renton,98056,No,,WA,,
Sack N Save Gas N Go Hilo #40,250 A Kinoole St,HI,Hilo,96720,No,,HI,,
Sack N Save Hilo #21,250 Kinoole St.,HI,Hilo,96720,No,,HI,,
Sack N Save Kona #25,75-5595 Palani Rd,HI,Kona,96740,No,,HI,,
Sack n Save Nanakuli #33,87-2070 F Farrington Hwy,HI,Nanakuli,96762,No,,HI,,
Sack N Save Puainako #26,2100 Kanoeiehua Ave.,HI,Hilo,96720,No,,HI,,
Sack N Save Stadium #36,4561 Salt Lake Blvd.,HI,Honolulu,96818,No,,HI,,
Sack N Save Wailuku #35,790 Eha St.,HI,Wailuku,96793,No,,HI,,
Saddleback Market,17051 E Ave O,CA,Palmdale,93550,No,,CA,,
Safeway 0695 Almaden SJ,,,San Jose,,No,,CA,,
Safeway 0936 Walnut Creek,710 Bancroft Rd,CA,Walnut Creek,94598,No,,CA,,East Bay
Safeway 0962 Alamo,200 Alamo Plaza,CA,Alamo,94507,No,,,,East Bay
Safeway 1138 Belmont,1100 El camino Real,CA,Belmont,9002,No,,,,
Safeway 1211 Danville,,,,,No,,,,
Safeway 1257 livermore,,,Livermore,,No,,,,
Safeway 1483 San Jose,,,San Jose,,No,,,,
safeway 1507 market,2020 market street,CA,san francisco,94114,No,,,,San Francisco
Safeway 1547 Burlingame,,,Burlingame,,No,,CA,,
Safeway 305 Redwood City,,,Redwood City,,No,,,,
Safeway 982 San Ramon,,,San Ramon,,No,,,,
safeway diamonds heights,,CA,san francisco,94131,No,,,,San Francisco
Safeway Los Altos  2814,,,Los Altos,,No,,,,
safeway Marina 1711,15 bd marina,ca,san francisco,94123,No,,CA,,San Francisco
Safeway Menlo Park 2719,,,menlo Park,,No,,,,
Safeway willow glen,1489 3rd av,CA,San Jose,,No,,CA,,
Sak n Sav No 11,1000 E. Plumb Lane,NV,Reno,89502,No,,NV,,
Sak n Sav No 3,1901 Silverado,NV,Reno,89512,No,,NV,,
SAMPLE SALES,3083 INDEPENDENCE DR. #G,CA,LIVERMORE,94551,No,No order for more than 7 months,CA,,
samples,,,,94107,No,,,,San Francisco
Sams Food #2-Modesto,1100 Carver Rd,CA,Modesto,95350,No,,CA,,
Sams Food #3-Livingston,323 Cressey,CA,Livingston,95334,No,,CA,,
Sams Food #4 - Patterson,125 S El Circulo Ave,CA,Patterson,95363,No,,CA,,
Sams Food City #1 - Turlock,965 Lander Ave,CA,Turlock,95380,No,,CA,,
San Diego Nutrition Inc,1655 Broadway No 19,CA,Chula Vista,91911,No,,CA,,
san francisco gift baskets,,,,,No,,,,
San Pablo Supermarket,1188 San Pablo International Market Pl.,CA,San Pablo,94806,No,,CA,,East Bay
San Pedro Harbor Ship Supp,426 W 4Th Street,CA,San Pedro,90731,No,,CA,,
San Pedro Harbor Ship Suppl,2533 Peralta Street,CA,Oakland,94607,No,,CA,,East Bay
San Pedro Harbor Ship Supply,2533 Peralta Street,CA,Oakland,94607,No,,CA,,East Bay
Santa Ana Foods,1216 West 1St Street,CA,Santa Ana,92703,No,,CA,,
Santa Clarita Vly Prdc Market,23975 Newhall Ranch Rd,CA,Santa Clarita,91355,No,,CA,,
Santa Cruz Market,324 W Montecito St,CA,Santa Barbara,93101,No,,CA,,
Sav A Minit Market #1,203 S Olive,CA,Rialto,92376,No,,CA,,
Sav A Minit Market #5,18484 Valley Blvd,CA,Bloomington,92316,No,,CA,,
Sav A Minit Market #6,3225 Market Street,CA,Riverside,92501,No,,CA,,
Sav A Minit Market No 4,17690 Arrow Highway,CA,Fontana,92335,No,,CA,,
Save Money Market,420 Main St,AZ,Superior,85173,No,,AZ,,
Sawaya Bros. Market,425 S 30Th St,CA,San Diego,92113,No,,CA,,
Say Cheese,,,,,No,,,,
Say Cheese,856 Cole Street,CA,San Francisco,94117,No,,CA,,San Francisco
Say It With A Box,2955 Calariva Dr,CA,Stockton,95204,No,,,,
Scolari S Food & Drug Co.,2121 Spring St,CA,Paso Robles,93446,No,,CA,,Central Coast
Scolari's  Whse Mkts Inc. #28,6255 Sharlands Avenue East,CA,Reno,89523,No,,CA,,
Scolari's #26,320 Disc Dr.,NV,Sparks,89436,No,,NV,,
Scolari's No 1,2101 Holman Way,NV,Sparks,89431,No,,NV,,
Scolari's No 15,Hwy 95 Airport Road,NV,Tonopah,89059,No,,NV,,
Scolari's No 18,3310 S. Mccarren Blvd.,NV,Reno,89502,No,,NV,,
Scolari's No 19,Lemon Valley Road Hwy 395,NV,Reno,89506,No,,NV,,
Scolari's No 20,8165 S. Virginia Street,NV,Reno,89511,No,,NV,,
Scolari's No 23,1335 Hwy 395,NV,Gardenville,89410,No,,NV,,
Scolari's No 24,4788 Laughlin Parkway,NV,Reno,89509,No,,NV,,
Scolari's No 25,176 Golfield Ave,NV,Yerrington,89447,No,,NV,,
Scolari's No 5,2100 Hwy 50 East,NV,Carson City,89701,No,,NV,,
Scolari's No 8,5430 Sun Valley Drive,NV,Sun Valley,89431,No,,NV,,
Scolaris Food Co #507,222 N Milpas St,CA,Santa Barbara,93103,No,,CA,,
Scolaris Food Co #510,1321 Johnson Dr,CA,San Luis Obispo,93401,No,,CA,,
Scolaris Market #511,555 Five Cities Dr,CA,Pismo Beach,93449,No,,CA,,
Scotts Valley Market,14 Victor Square,CA,Scotts Valley,95066,No,,CA,,
Seafood City,2030 Diamond Blvd.,CA,Concord,94520,No,,CA,,East Bay
Seafood City Milpitas,1535 Landess Ave,CA,Milpitas,95035,No,,CA,,San Jose
